timestamp,latitude,longitude,pm25_ugm3,co_ppm,no2_ppb,so2_ppb,o3_ppb,temperature_c,relative_humidity,wind_speed_ms,wind_direction_deg,aqi_value,aqi_category,binary_label,calibration_factor
01/03/2023 19:00,23.89528909,90.37695466,9.9,0.64,8.5,6.4,25.2,33,48.3,4.7,316,41,Good,Safe,1.010936065
01/03/2023 20:00,23.74529405,90.42570845,27.3,2.19,7.1,17.3,80.4,27.9,86.9,1.5,147.5,83,Moderate,Safe,0.947168683
01/03/2023 21:00,23.82359664,90.38357478,24.1,2.72,38.6,13.2,23.5,19.8,82.3,5.5,150.7,76,Moderate,Safe,1.022789386
01/03/2023 22:00,23.76541201,90.43705348,19.7,1.38,48.4,18.5,33.5,27.9,55.1,1.6,189.8,67,Moderate,Safe,0.920272048
01/03/2023 23:00,23.89654857,90.39415778,13.6,0.37,48.2,10.8,138.3,37.3,76.5,1,6.9,54,Moderate,Safe,1.023430117
01/04/2023 00:00,23.80491087,90.38513465,4.8,0.39,67.8,8.3,48.6,24.7,34.8,3.3,178.8,20,Good,Safe,0.894904597
01/04/2023 01:00,23.72990606,90.35406862,38.5,0.57,187.1,14,74.2,37.5,68.7,2.4,104.8,108,Unhealthy for Sensitive Groups,Harmful,1.023504454
01/04/2023 02:00,23.86935224,90.42303844,18.6,0.55,37.1,8.5,111.2,4,74.1,2.6,334.1,65,Moderate,Safe,0.939585629
01/04/2023 03:00,23.7803104,90.44763942,13.9,1.4,46.4,2.2,50.6,31.6,95,0.9,31.6,55,Moderate,Safe,1.010046688
01/04/2023 04:00,23.87039539,90.37605228,11.6,6.22,110.3,7,68.4,25.7,49.6,0.9,165.4,48,Good,Safe,1.048782988
01/04/2023 05:00,23.78870366,90.41544345,39,2.54,36.6,9.9,58,22.6,39.4,1.9,341.1,110,Unhealthy for Sensitive Groups,Harmful,0.940392588
01/04/2023 06:00,23.88660041,90.4174568,5.5,0.63,92.1,6.2,47,25.7,47.1,4.1,324.4,23,Good,Safe,0.869346181
01/04/2023 07:00,23.71109842,90.39405796,26.4,0.74,64.6,12.7,51.1,9.1,38.3,1.9,252.5,81,Moderate,Safe,0.928644864
01/04/2023 08:00,23.89668078,90.38430665,42.2,0.83,130.1,7.3,111.9,23.2,91.7,0.9,212.2,117,Unhealthy for Sensitive Groups,Harmful,0.974228506
01/04/2023 09:00,23.79279452,90.35521979,31.6,1.83,47.1,10.3,122.3,27.9,95,5.5,101.1,92,Moderate,Safe,0.938910377
01/04/2023 10:00,23.77382737,90.44495121,16.8,4.11,156.9,53.7,49.6,36.8,71.4,0.9,132.1,61,Moderate,Safe,0.906405813
01/04/2023 11:00,23.70834725,90.40099896,5.8,0.85,33.3,27.1,22.9,20.9,89.4,2.7,32.4,24,Good,Safe,0.944277209
01/04/2023 12:00,23.74558728,90.38060006,,,,,,18.5,67.7,4.1,283,72,Moderate,Safe,1.057948916
01/04/2023 13:00,23.76251469,90.43815551,28,5.86,21.7,50.6,23,21,63.1,1.8,116.6,84,Moderate,Safe,1.072530037
01/04/2023 14:00,23.84563228,90.36379844,8.3,1.13,35.4,10.2,28.3,32.3,58.3,4.1,240.4,34,Good,Safe,0.927294207
01/04/2023 15:00,23.83947754,90.42002495,16.9,1.26,11.2,12.7,15.9,27.6,58.8,6.9,128.7,61,Moderate,Safe,1.025282778
01/04/2023 16:00,23.87709617,90.36172449,34.3,0.83,12.9,6.2,11.4,20.8,34,4,167.2,98,Moderate,Safe,1.021422723
01/04/2023 17:00,23.88794225,90.42301186,12.8,1.52,27.4,28.2,28.6,29.1,70.3,2.4,199.8,52,Moderate,Safe,0.951164145
01/04/2023 18:00,23.84535294,90.41026022,7.3,0.98,12.3,44.3,14.1,25.8,64.2,2.7,288.7,30,Good,Safe,1.114292877
01/04/2023 19:00,23.83808625,90.40701727,23,2.61,32.6,21.2,23.9,32.7,79.9,0.3,76,74,Moderate,Safe,0.991559565
01/04/2023 20:00,23.87989872,90.40629282,5,0.46,14.1,31.8,82.4,19.4,66.9,1.6,143.6,21,Good,Safe,1.00290006
01/04/2023 21:00,23.72618909,90.3937358,,,,,,22.4,61.7,0.3,46.8,18,Good,Safe,0.909120966
01/04/2023 22:00,23.71547673,90.43957709,25.7,1.49,32.7,61.7,81.8,21.9,47.6,1.2,27.3,80,Moderate,Safe,1.028757636
01/04/2023 23:00,23.84153958,90.35369227,9.6,2.72,38.2,10.7,52.2,13.3,66.4,2.5,217.7,40,Good,Safe,0.90742736
01/05/2023 00:00,23.76194059,90.43770063,12.2,6.3,11.6,68.5,84.8,27.4,79.8,3.1,68.1,51,Moderate,Safe,1.008380281
01/05/2023 01:00,23.78484471,90.39253155,11.8,0.62,80.2,43,49.3,27.1,42.1,3.6,21.5,49,Good,Safe,0.971982462
01/05/2023 02:00,23.82156892,90.38288881,10.3,0.99,29.9,20.6,123.3,25,66.7,8.4,323,43,Good,Safe,0.965271492
01/05/2023 03:00,23.89015307,90.40959206,62.5,0.28,33.4,9.1,79.8,23.1,69.7,0.6,192.4,155,Unhealthy,Harmful,0.964533587
01/05/2023 04:00,23.87468979,90.37165511,80,0.68,104.8,12.8,64.6,13.7,50.6,1.1,48.5,164,Unhealthy,Harmful,1.069154629
01/05/2023 05:00,23.8467971,90.39455123,96.9,0.43,187.4,3.3,93.4,21.6,53.2,3,19.2,172,Unhealthy,Harmful,1.046752521
01/05/2023 06:00,23.78614234,90.41271219,46.2,1.06,88.8,23.5,46.7,22.3,69.6,4.4,43.1,127,Unhealthy for Sensitive Groups,Harmful,1.041795243
01/05/2023 07:00,23.85854061,90.38738141,37.5,1.3,40.1,2.1,44.6,18.6,42.3,1.4,169.7,106,Unhealthy for Sensitive Groups,Harmful,0.99666298
01/05/2023 08:00,23.73596831,90.3818112,6.6,1.66,50.8,10.7,56.8,23.7,72,2.9,240.6,28,Good,Safe,0.953123714
01/05/2023 09:00,23.86152477,90.40897085,18.2,1.13,54.9,35.7,36.2,28.2,47.1,3.2,230.9,64,Moderate,Safe,0.970309709
01/05/2023 10:00,23.79505066,90.41254407,122.5,1.62,61.8,22.9,91.3,40.1,86.3,7.4,52,186,Unhealthy,Harmful,0.965625688
01/05/2023 11:00,23.75231324,90.38129868,15.2,1.39,41.3,3.3,32.7,26.4,95,0.7,228.1,57,Moderate,Safe,1.016311721
01/05/2023 12:00,23.7927345,90.41486003,54,0.62,59.9,4.1,92.9,27.1,47.8,3.6,145.8,147,Unhealthy for Sensitive Groups,Harmful,1.015787715
01/05/2023 13:00,23.85773749,90.43433369,16,0.44,51.2,9.5,28.8,24.4,75.7,4.5,167.3,59,Moderate,Safe,1.000614345
01/05/2023 14:00,23.83148036,90.36132106,1.8,1.98,26,12.4,22.3,9.6,50.5,3.8,288.5,8,Good,Safe,1.047071703
01/05/2023 15:00,23.72739354,90.44389294,20.7,4.21,38.2,23.2,19.8,24.8,85.8,6,119.7,69,Moderate,Safe,0.986337932
01/05/2023 16:00,23.83829498,90.35673275,30.1,8.76,14.9,20.9,27.7,25.5,39.7,0.9,52.9,89,Moderate,Safe,1.023809603
01/05/2023 17:00,23.86661551,90.40243271,12.2,2.83,58.3,6,58.9,44.7,74.6,0.2,314.4,51,Moderate,Safe,0.936979169
01/05/2023 18:00,23.73013098,90.44027294,22.8,3.85,17.4,20.5,8.3,23.5,47.5,5.7,76.4,74,Moderate,Safe,1.096888532
01/05/2023 19:00,23.71232583,90.37557665,2.7,2,26.3,21.5,35.1,27.4,60.9,1.8,105.9,11,Good,Safe,1.048753503
01/05/2023 20:00,23.71133652,90.4196706,3.2,1.78,37.6,18.8,14.3,24.7,44.4,2.4,254.4,13,Good,Safe,0.960604198
01/05/2023 21:00,23.70445833,90.35419514,12.2,1.75,19,72.4,60.5,15.7,81.4,2.6,246.1,51,Moderate,Safe,1.044642946
01/05/2023 22:00,23.70358215,90.39805189,20.4,1.23,22.1,21.7,76.4,34.1,48.3,2.8,288.1,68,Moderate,Safe,1.042234915
01/05/2023 23:00,23.8609853,90.41259853,38.4,1.91,77.4,22.6,58.3,31,76,4.8,66.2,108,Unhealthy for Sensitive Groups,Harmful,0.915882538
01/06/2023 00:00,23.84775356,90.40394766,26.4,0.96,115.9,47.7,84,31.3,58.1,3.5,126.8,81,Moderate,Safe,1.05081765
01/06/2023 01:00,23.8883129,90.36778384,5.2,1.1,54,22,33.3,17.7,62.7,0.7,45.3,22,Good,Safe,0.947139796
01/06/2023 02:00,23.7711657,90.35214621,22.4,0.57,184.4,8.2,72.4,36.2,68,2.3,194.8,73,Moderate,Safe,1.030396076
01/06/2023 03:00,23.84177795,90.39483104,29.2,1.97,75.4,24.2,56.8,13.8,49.8,3.1,105.3,87,Moderate,Safe,1.088655862
01/06/2023 04:00,23.78217396,90.36805212,5.4,0.65,151.9,8.8,60.8,29.7,69.2,3.7,248,23,Good,Safe,1.018061236
01/06/2023 05:00,23.8120611,90.38654526,24.6,1.35,286,6,126.1,42.5,95,2.2,0.1,77,Moderate,Safe,1.152882555
01/06/2023 06:00,23.78778781,90.43406058,16.1,1.86,99.7,7.5,115.5,17.1,49.4,1.6,21.5,59,Moderate,Safe,1.040701828
01/06/2023 07:00,23.78305057,90.40488611,,,,,,20.5,88.4,5,155.7,54,Moderate,Safe,0.994453195
01/06/2023 08:00,23.74908563,90.3581726,35.8,2.06,164.6,19.3,43.5,25.8,95,1.8,344.9,102,Unhealthy for Sensitive Groups,Harmful,0.992243829
01/06/2023 09:00,23.81620398,90.42173554,8.3,1.28,58.7,29.1,33.1,21,48.7,4,320.7,35,Good,Safe,1.019952569
01/06/2023 10:00,23.7522636,90.39500077,22.8,2.16,35.3,16.5,41.1,12.6,35.9,4.7,357.8,73,Moderate,Safe,0.997871551
01/06/2023 11:00,23.72803695,90.35405507,26.3,1.05,113,13.4,35.6,25.5,71,3,150.1,81,Moderate,Safe,0.914565498
01/06/2023 12:00,23.84993925,90.4221674,37.3,0.37,54.4,16.6,33.4,16.5,54.1,1.4,16.8,105,Unhealthy for Sensitive Groups,Harmful,0.981170153
01/06/2023 13:00,23.8291607,90.43857606,6.7,1.88,24.2,23,21.3,28.8,95,3.5,110.1,28,Good,Safe,0.959864516
01/06/2023 14:00,23.7586279,90.42465753,4.3,1.69,28.9,6.4,35.4,17.6,65.7,2,243.3,18,Good,Safe,1.040748372
01/06/2023 15:00,23.82608415,90.44781194,16.8,2.53,27.8,4.9,37.7,37.4,49,10.5,48.7,61,Moderate,Safe,0.963053104
01/06/2023 16:00,23.70529431,90.36573942,8.7,1.31,4.4,9.2,11.5,18.7,42.1,4.6,108,36,Good,Safe,1.021276989
01/06/2023 17:00,23.89767171,90.40645695,94.6,0.44,21.6,19.3,19.9,22.4,86.8,4.4,20.2,171,Unhealthy,Harmful,1.006123356
01/06/2023 18:00,23.73472474,90.35923672,12.2,1.09,17.1,9.5,39.2,31.5,53.6,5.5,171,51,Moderate,Safe,0.984670644
01/06/2023 19:00,23.88832094,90.44756844,10.4,2.54,40.1,50.6,49.5,15.2,65.9,0.3,75.2,43,Good,Safe,0.967759262
01/06/2023 20:00,23.71365835,90.37150778,10.4,1.78,17.1,16.2,36.1,26.8,84.1,2.3,32.8,43,Good,Safe,1.004445183
01/06/2023 21:00,23.84164116,90.44419986,3.4,1.25,48.7,11.1,54.4,35.5,55.3,5.3,148,14,Good,Safe,1.003495357
01/06/2023 22:00,23.74442492,90.39580184,15.3,0.41,23.5,8.1,42.7,12.1,64.1,1.6,126.4,58,Moderate,Safe,0.961636981
01/06/2023 23:00,23.89305231,90.42935282,13.7,0.68,34.2,24.3,99.4,26.5,64.7,0.6,193.5,54,Moderate,Safe,0.987088328
01/07/2023 00:00,23.76303939,90.44546053,14.2,2.02,51.9,6.3,32.7,27.1,78.7,2.8,269.7,55,Moderate,Safe,0.985491018
01/07/2023 01:00,23.70791568,90.37328542,17.7,0.37,234.4,17.8,95.2,31.3,76.8,1.1,40.5,63,Moderate,Safe,1.024222013
01/07/2023 02:00,23.7067048,90.43157871,22.2,1.05,29,10.3,47.1,15.1,60.6,1.3,284.8,72,Moderate,Safe,1.001250417
01/07/2023 03:00,23.87111094,90.43894152,5.2,1.3,101.1,12.3,92.2,14.4,66.3,2.2,9.5,22,Good,Safe,1.011100177
01/07/2023 04:00,23.71393459,90.40515911,45,3.37,93.7,17.9,51.9,29.2,57.6,0.8,159.5,124,Unhealthy for Sensitive Groups,Harmful,1.004781719
01/07/2023 05:00,23.86559647,90.41742754,9.8,2.43,90.7,5.7,68,27.4,35.4,2.1,211.5,41,Good,Safe,0.981624094
01/07/2023 06:00,23.73002156,90.39433026,20.9,2.66,139.7,4,39,27,70.2,3.1,344.5,69,Moderate,Safe,0.97377448
01/07/2023 07:00,23.75524574,90.39252951,49.5,1.73,110.5,6.3,88.7,27.8,95,9,206.6,136,Unhealthy for Sensitive Groups,Harmful,1.063174467
01/07/2023 08:00,23.89624668,90.36594192,78.2,0.64,116.5,25.1,63.1,19.6,47.3,1.7,57.1,163,Unhealthy,Harmful,0.96028305
01/07/2023 09:00,23.84499107,90.41889671,6,0.91,127.2,15.3,65.6,26.9,49.5,2.2,186.3,25,Good,Safe,1.083610817
01/07/2023 10:00,23.72919466,90.36668938,22.2,0.68,56,9.5,122.5,27.3,47.6,3.9,142.5,72,Moderate,Safe,1.084931459
01/07/2023 11:00,23.75408545,90.36819242,20.6,2.32,46.6,55.3,24.5,19.3,79.5,1.9,172.6,69,Moderate,Safe,0.966853919
01/07/2023 12:00,23.79515262,90.40027349,6.1,0.81,25.1,36.4,59.8,39.9,74,1.5,71,25,Good,Safe,1.028758282
01/07/2023 13:00,23.87701288,90.39581545,24,0.94,126.3,23.2,62.4,28.8,61.8,5.4,180.3,76,Moderate,Safe,1.02785597
01/07/2023 14:00,23.84220575,90.41494601,12.2,1.19,21.5,7.7,35.6,15.5,46.6,7.1,54,51,Moderate,Safe,1.037701541
01/07/2023 15:00,23.83901337,90.40221744,13.9,4.34,17.5,26.2,17,30.3,66.8,1.9,267.9,55,Moderate,Safe,1.021445115
01/07/2023 16:00,23.77199765,90.38152434,4.1,2.02,27.4,17.4,20.5,17.2,33.7,1.5,213.8,17,Good,Safe,0.951678789
01/07/2023 17:00,23.83084834,90.3557862,13.7,0.88,32.5,8.5,22.4,31.3,67.9,1.3,28.3,54,Moderate,Safe,1.073171418
01/07/2023 18:00,23.73457664,90.40887831,20.9,1.6,9.1,10.9,24.5,34.3,82.4,4,320.3,70,Moderate,Safe,1.084073999
01/07/2023 19:00,23.81385062,90.39888997,8.1,4.25,20,5.8,22.7,18.4,40,5.9,221.9,34,Good,Safe,0.97342266
01/07/2023 20:00,23.81204144,90.35808864,7.2,2.21,14.2,7.4,30.1,32.7,34.3,3.4,113.8,30,Good,Safe,0.962974672
01/07/2023 21:00,23.83756228,90.41990613,9.1,0.52,45,5.7,82.5,28.3,95,4.1,16.4,38,Good,Safe,0.898687354
01/07/2023 22:00,23.74853766,90.37548566,14.8,0.63,18.3,25.8,37.9,31.6,52.8,5.1,227.6,57,Moderate,Safe,1.024214781
01/07/2023 23:00,23.72335697,90.35343152,13.2,0.63,57.7,11.2,67,40.2,87.7,7.2,134.4,53,Moderate,Safe,0.987912385
01/08/2023 00:00,23.89345958,90.35110565,31.3,4.42,40.8,7.5,41.3,23,61.9,3.5,326.7,91,Moderate,Safe,0.941268774
01/08/2023 01:00,23.73063944,90.40396658,12.4,3.01,30.2,14.3,71.1,19,61.8,1.8,12.6,52,Moderate,Safe,1.008126133
01/08/2023 02:00,23.76742663,90.44283616,5.7,0.93,24,10.7,111.4,17.9,73.8,4.3,14.1,24,Good,Safe,0.958492606
01/08/2023 03:00,23.87422145,90.43477651,27.2,0.96,38.6,27,88,18.5,47.3,5.5,341.7,83,Moderate,Safe,1.022146217
01/08/2023 04:00,23.8188675,90.3601654,16.1,1.39,165.3,13.2,159,24.4,67.6,2.1,347.4,59,Moderate,Safe,0.965583889
01/08/2023 05:00,23.7430573,90.38182593,47,1.52,30.4,4.2,37.7,27.7,57.4,0.3,10,129,Unhealthy for Sensitive Groups,Harmful,0.959633827
01/08/2023 06:00,23.79595624,90.38130937,25.1,0.67,127.8,9.4,41.3,27.2,38.6,1.8,257.8,78,Moderate,Safe,1.004511665
01/08/2023 07:00,23.86817363,90.43526032,42.6,1.34,118.3,5.9,47.7,31.6,71.7,0.8,79.7,118,Unhealthy for Sensitive Groups,Harmful,0.981512164
01/08/2023 08:00,23.89784745,90.43001588,10.2,0.47,27.2,20.3,122.5,25.1,59.7,1.9,252.5,43,Good,Safe,0.927607818
01/08/2023 09:00,23.82861973,90.44656154,26.4,2.98,54.9,23.3,79,36.6,61.9,2.4,312.7,81,Moderate,Safe,1.058565454
01/08/2023 10:00,23.75071136,90.40206257,11.6,0.43,35.7,4.5,19.3,22.9,40.8,3.6,36.3,48,Good,Safe,0.98101892
01/08/2023 11:00,23.86250477,90.35138861,9,0.42,68,12.1,85.9,46.8,95,4,86,37,Good,Safe,1.042998017
01/08/2023 12:00,23.86174615,90.44021588,8,1.86,106.4,24.6,40.4,30,82.5,2,8.7,33,Good,Safe,1.014203748
01/08/2023 13:00,23.87784058,90.3535708,7.9,0.57,58.4,4.1,44.2,18.1,84.3,3.8,15.8,33,Good,Safe,0.905800915
01/08/2023 14:00,23.72725088,90.43316793,30.2,0.9,19.2,9.9,55.7,16.4,58.9,3.6,10.7,89,Moderate,Safe,1.026085277
01/08/2023 15:00,23.7730205,90.40187596,7,1.31,13.6,13.8,16.5,28.9,30.4,3.5,288.2,29,Good,Safe,0.980714033
