latitude,longitude,pm25_ugm3,co_ppm,no2_ppb,so2_ppb,o3_ppb,temperature_c,relative_humidity,wind_speed_ms,wind_direction_deg,calibration_factor,pm25_ugm3_lag1,pm25_ugm3_lag3,pm25_ugm3_lag6,pm25_ugm3_lag24,co_ppm_lag1,co_ppm_lag3,co_ppm_lag6,co_ppm_lag24,no2_ppb_lag1,no2_ppb_lag3,no2_ppb_lag6,no2_ppb_lag24,so2_ppb_lag1,so2_ppb_lag3,so2_ppb_lag6,so2_ppb_lag24,o3_ppb_lag1,o3_ppb_lag3,o3_ppb_lag6,o3_ppb_lag24,temperature_c_lag1,temperature_c_lag3,temperature_c_lag6,temperature_c_lag24,relative_humidity_lag1,relative_humidity_lag3,relative_humidity_lag6,relative_humidity_lag24,wind_speed_ms_lag1,wind_speed_ms_lag3,wind_speed_ms_lag6,wind_speed_ms_lag24,wind_direction_deg_lag1,wind_direction_deg_lag3,wind_direction_deg_lag6,wind_direction_deg_lag24,pm25_ugm3_rollmean_3,pm25_ugm3_rollmean_6,pm25_ugm3_rollmean_24,co_ppm_rollmean_3,co_ppm_rollmean_6,co_ppm_rollmean_24,no2_ppb_rollmean_3,no2_ppb_rollmean_6,no2_ppb_rollmean_24,so2_ppb_rollmean_3,so2_ppb_rollmean_6,so2_ppb_rollmean_24,o3_ppb_rollmean_3,o3_ppb_rollmean_6,o3_ppb_rollmean_24,temperature_c_rollmean_3,temperature_c_rollmean_6,temperature_c_rollmean_24,relative_humidity_rollmean_3,relative_humidity_rollmean_6,relative_humidity_rollmean_24,wind_speed_ms_rollmean_3,wind_speed_ms_rollmean_6,wind_speed_ms_rollmean_24,wind_direction_deg_rollmean_3,wind_direction_deg_rollmean_6,wind_direction_deg_rollmean_24,temperature_c_x_relative_humidity,pm25_ugm3_lag1,pm25_ugm3_lag3,pm25_ugm3_lag6,pm25_ugm3_lag24,co_ppm_lag1,co_ppm_lag3,co_ppm_lag6,co_ppm_lag24,no2_ppb_lag1,no2_ppb_lag3,no2_ppb_lag6,no2_ppb_lag24,so2_ppb_lag1,so2_ppb_lag3,so2_ppb_lag6,so2_ppb_lag24,o3_ppb_lag1,o3_ppb_lag3,o3_ppb_lag6,o3_ppb_lag24,temperature_c_lag1,temperature_c_lag3,temperature_c_lag6,temperature_c_lag24,relative_humidity_lag1,relative_humidity_lag3,relative_humidity_lag6,relative_humidity_lag24,wind_speed_ms_lag1,wind_speed_ms_lag3,wind_speed_ms_lag6,wind_speed_ms_lag24,wind_direction_deg_lag1,wind_direction_deg_lag3,wind_direction_deg_lag6,wind_direction_deg_lag24,pm25_ugm3_rollmean_3,pm25_ugm3_rollmean_6,pm25_ugm3_rollmean_24,co_ppm_rollmean_3,co_ppm_rollmean_6,co_ppm_rollmean_24,no2_ppb_rollmean_3,no2_ppb_rollmean_6,no2_ppb_rollmean_24,so2_ppb_rollmean_3,so2_ppb_rollmean_6,so2_ppb_rollmean_24,o3_ppb_rollmean_3,o3_ppb_rollmean_6,o3_ppb_rollmean_24,temperature_c_rollmean_3,temperature_c_rollmean_6,temperature_c_rollmean_24,relative_humidity_rollmean_3,relative_humidity_rollmean_6,relative_humidity_rollmean_24,wind_speed_ms_rollmean_3,wind_speed_ms_rollmean_6,wind_speed_ms_rollmean_24,wind_direction_deg_rollmean_3,wind_direction_deg_rollmean_6,wind_direction_deg_rollmean_24,temperature_c_x_relative_humidity
23.87890698,90.42052365,9.5,0.59,37.4,13.2,45.0,27.7,95.0,3.6,352.7,1.010458706,17.6,17.5,17.2,12.4,0.48,1.18,1.58,1.29,32.9,21.5,27.8,47.4,14.9,15.0,8.7,13.5,57.9,69.0,9.3,26.2,33.5,19.2,24.1,20.6,65.0,67.2,89.4,59.5,4.4,1.2,3.5,4.0,322.7,77.1,337.9,273.1,13.266666666666666,13.850000000000001,22.03333333333333,0.7666666666666666,0.915,1.820833333333333,25.8,24.983333333333334,56.90833333333334,12.166666666666666,10.533333333333333,13.670833333333334,64.53333333333335,51.166666666666664,47.875,24.666666666666668,22.316666666666666,22.899999999999995,62.96666666666667,71.86666666666667,62.125,2.6666666666666674,3.85,3.3791666666666664,143.5,157.6,146.65416666666667,2631.5,17.6,17.5,17.2,12.4,0.48,1.18,1.58,1.29,32.9,21.5,27.8,47.4,14.9,15.0,8.7,13.5,57.9,69.0,9.3,26.2,33.5,19.2,24.1,20.6,65.0,67.2,89.4,59.5,4.4,1.2,3.5,4.0,322.7,77.1,337.9,273.1,13.266666666666666,13.850000000000001,22.03333333333333,0.7666666666666666,0.915,1.820833333333333,25.8,24.983333333333334,56.90833333333334,12.166666666666666,10.533333333333333,13.670833333333334,64.53333333333335,51.166666666666664,47.875,24.666666666666668,22.316666666666666,22.899999999999995,62.96666666666667,71.86666666666667,62.125,2.6666666666666674,3.85,3.3791666666666664,143.5,157.6,146.65416666666667,2631.5
23.84627204,90.3741144,5.8,1.99,50.2,18.9,30.9,10.9,38.1,3.8,343.6,1.086361582,9.5,4.7,15.4,15.2,0.59,0.64,0.58,5.35,37.4,23.0,25.8,69.5,13.2,6.6,10.8,21.6,45.0,66.7,52.1,56.4,27.7,21.3,22.6,25.9,95.0,56.7,95.0,58.6,3.6,2.4,7.4,3.2,352.7,30.7,98.7,153.2,10.6,12.566666666666668,21.912499999999998,0.57,0.75,1.7916666666666667,31.099999999999998,26.583333333333332,56.49166666666667,11.566666666666668,11.283333333333331,13.658333333333333,56.53333333333334,57.11666666666667,48.65833333333334,27.5,22.916666666666668,23.195833333333336,72.23333333333333,72.8,63.604166666666664,3.4666666666666672,3.8666666666666667,3.3625000000000003,235.36666666666665,160.06666666666666,149.97083333333333,415.29,9.5,4.7,15.4,15.2,0.59,0.64,0.58,5.35,37.4,23.0,25.8,69.5,13.2,6.6,10.8,21.6,45.0,66.7,52.1,56.4,27.7,21.3,22.6,25.9,95.0,56.7,95.0,58.6,3.6,2.4,7.4,3.2,352.7,30.7,98.7,153.2,10.6,12.566666666666668,21.912499999999998,0.57,0.75,1.7916666666666667,31.099999999999998,26.583333333333332,56.49166666666667,11.566666666666668,11.283333333333331,13.658333333333333,56.53333333333334,57.11666666666667,48.65833333333334,27.5,22.916666666666668,23.195833333333336,72.23333333333333,72.8,63.604166666666664,3.4666666666666672,3.8666666666666667,3.3625000000000003,235.36666666666665,160.06666666666666,149.97083333333333,415.29
23.72790862,90.4171351,13.6,1.14,60.0,24.0,73.8,27.6,47.8,0.7,306.7,1.053800597,5.8,17.6,10.7,16.1,1.99,0.48,1.03,4.31,50.2,32.9,18.9,31.2,18.9,14.9,7.2,19.7,30.9,57.9,52.0,56.1,10.9,33.5,13.2,15.8,38.1,65.0,57.9,67.3,3.8,4.4,4.2,5.0,343.6,322.7,78.5,26.5,10.966666666666667,10.966666666666667,21.520833333333332,1.0199999999999998,0.985,1.6516666666666666,40.166666666666664,30.649999999999995,55.6875,15.666666666666666,12.633333333333333,13.545833333333334,44.6,53.583333333333336,47.59583333333333,24.033333333333335,20.966666666666665,22.57083333333333,66.03333333333333,63.31666666666666,62.75,3.933333333333334,3.266666666666667,3.3874999999999997,339.6666666666667,200.88333333333333,157.90416666666667,1319.28,5.8,17.6,10.7,16.1,1.99,0.48,1.03,4.31,50.2,32.9,18.9,31.2,18.9,14.9,7.2,19.7,30.9,57.9,52.0,56.1,10.9,33.5,13.2,15.8,38.1,65.0,57.9,67.3,3.8,4.4,4.2,5.0,343.6,322.7,78.5,26.5,10.966666666666667,10.966666666666667,21.520833333333332,1.0199999999999998,0.985,1.6516666666666666,40.166666666666664,30.649999999999995,55.6875,15.666666666666666,12.633333333333333,13.545833333333334,44.6,53.583333333333336,47.59583333333333,24.033333333333335,20.966666666666665,22.57083333333333,66.03333333333333,63.31666666666666,62.75,3.933333333333334,3.266666666666667,3.3874999999999997,339.6666666666667,200.88333333333333,157.90416666666667,1319.28
23.72632978,90.44671519,,,,,,21.9,92.5,4.0,304.9,1.118668976,13.6,9.5,17.5,6.8,1.14,0.59,1.18,0.97,60.0,37.4,21.5,35.4,24.0,13.2,15.0,9.5,73.8,45.0,69.0,85.3,27.6,27.7,19.2,28.0,47.8,95.0,67.2,86.4,0.7,3.6,1.2,1.7,306.7,352.7,77.1,126.1,9.633333333333333,11.450000000000001,21.416666666666668,1.24,1.0033333333333334,1.5195833333333335,49.199999999999996,37.5,56.887499999999996,18.7,15.433333333333332,13.725000000000001,49.9,57.21666666666667,48.333333333333336,22.066666666666674,23.366666666666664,23.0625,60.30000000000001,61.63333333333333,61.9375,2.7000000000000006,2.6833333333333336,3.2083333333333335,334.3333333333333,238.91666666666666,169.57916666666668,2025.7499999999998,13.6,9.5,17.5,6.8,1.14,0.59,1.18,0.97,60.0,37.4,21.5,35.4,24.0,13.2,15.0,9.5,73.8,45.0,69.0,85.3,27.6,27.7,19.2,28.0,47.8,95.0,67.2,86.4,0.7,3.6,1.2,1.7,306.7,352.7,77.1,126.1,9.633333333333333,11.450000000000001,21.416666666666668,1.24,1.0033333333333334,1.5195833333333335,49.199999999999996,37.5,56.887499999999996,18.7,15.433333333333332,13.725000000000001,49.9,57.21666666666667,48.333333333333336,22.066666666666674,23.366666666666664,23.0625,60.30000000000001,61.63333333333333,61.9375,2.7000000000000006,2.6833333333333336,3.2083333333333335,334.3333333333333,238.91666666666666,169.57916666666668,2025.7499999999998
23.72036821,90.38498917,25.0,0.71,94.7,12.0,226.0,19.6,85.4,3.0,238.0,0.93517196,,5.8,4.7,30.8,,1.99,0.64,1.24,,50.2,23.0,103.9,,18.9,6.6,9.9,,30.9,66.7,109.9,21.9,10.9,21.3,20.2,92.5,38.1,56.7,34.9,4.0,3.8,2.4,5.2,304.9,343.6,30.7,224.6,9.7,10.24,22.05217391304348,1.565,0.968,1.5434782608695652,55.1,40.7,57.821739130434786,21.450000000000003,15.52,13.908695652173915,52.349999999999994,54.85999999999999,46.72608695652173,20.133333333333336,23.816666666666666,22.808333333333334,59.466666666666676,65.85000000000001,62.19166666666666,2.833333333333334,3.15,3.304166666666667,318.4,276.8833333333333,177.02916666666667,1673.8400000000001,,5.8,4.7,30.8,,1.99,0.64,1.24,,50.2,23.0,103.9,,18.9,6.6,9.9,,30.9,66.7,109.9,21.9,10.9,21.3,20.2,92.5,38.1,56.7,34.9,4.0,3.8,2.4,5.2,304.9,343.6,30.7,224.6,9.7,10.24,22.05217391304348,1.565,0.968,1.5434782608695652,55.1,40.7,57.821739130434786,21.450000000000003,15.52,13.908695652173915,52.349999999999994,54.85999999999999,46.72608695652173,20.133333333333336,23.816666666666666,22.808333333333334,59.466666666666676,65.85000000000001,62.19166666666666,2.833333333333334,3.15,3.304166666666667,318.4,276.8833333333333,177.02916666666667,1673.8400000000001
23.88380215,90.39883513,8.0,0.19,78.7,8.0,43.5,29.9,57.7,4.1,297.4,1.006514167,25.0,13.6,17.6,13.5,0.71,1.14,0.48,0.93,94.7,60.0,32.9,45.2,12.0,24.0,14.9,49.2,226.0,73.8,57.9,64.1,19.6,27.6,33.5,22.7,85.4,47.8,65.0,25.7,3.0,0.7,4.4,1.4,238.0,306.7,322.7,69.2,19.299999999999997,14.3,21.8,0.9249999999999999,0.982,1.5204347826086957,77.35,55.040000000000006,57.42173913043479,18.0,16.6,14.0,149.9,86.72,51.77391304347826,23.033333333333335,23.53333333333333,22.78333333333333,75.23333333333335,70.63333333333333,64.29583333333333,2.566666666666667,3.25,3.2125000000000004,283.2,311.43333333333334,177.5875,1725.23,25.0,13.6,17.6,13.5,0.71,1.14,0.48,0.93,94.7,60.0,32.9,45.2,12.0,24.0,14.9,49.2,226.0,73.8,57.9,64.1,19.6,27.6,33.5,22.7,85.4,47.8,65.0,25.7,3.0,0.7,4.4,1.4,238.0,306.7,322.7,69.2,19.299999999999997,14.3,21.8,0.9249999999999999,0.982,1.5204347826086957,77.35,55.040000000000006,57.42173913043479,18.0,16.6,14.0,149.9,86.72,51.77391304347826,23.033333333333335,23.53333333333333,22.78333333333333,75.23333333333335,70.63333333333333,64.29583333333333,2.566666666666667,3.25,3.2125000000000004,283.2,311.43333333333334,177.5875,1725.23
23.82195561,90.38996019,14.1,1.51,94.5,33.2,70.4,33.2,82.1,2.8,75.0,0.992892045,8.0,,9.5,18.0,0.19,,0.59,0.34,78.7,,37.4,121.9,8.0,,13.2,12.9,43.5,,45.0,108.0,29.9,21.9,27.7,20.2,57.7,92.5,95.0,53.3,4.1,4.0,3.6,7.0,297.4,304.9,352.7,53.4,16.5,12.38,21.56086956521739,0.44999999999999996,0.9239999999999998,1.4882608695652175,86.7,64.2,58.87826086956522,10.000000000000002,15.219999999999999,12.208695652173914,134.75,83.84,50.87826086956521,23.8,22.933333333333334,23.083333333333332,78.53333333333335,69.41666666666667,65.62916666666666,3.7000000000000006,3.1999999999999997,3.3249999999999997,280.09999999999997,307.21666666666664,187.09583333333333,2725.7200000000003,8.0,,9.5,18.0,0.19,,0.59,0.34,78.7,,37.4,121.9,8.0,,13.2,12.9,43.5,,45.0,108.0,29.9,21.9,27.7,20.2,57.7,92.5,95.0,53.3,4.1,4.0,3.6,7.0,297.4,304.9,352.7,53.4,16.5,12.38,21.56086956521739,0.44999999999999996,0.9239999999999998,1.4882608695652175,86.7,64.2,58.87826086956522,10.000000000000002,15.219999999999999,12.208695652173914,134.75,83.84,50.87826086956521,23.8,22.933333333333334,23.083333333333332,78.53333333333335,69.41666666666667,65.62916666666666,3.7000000000000006,3.1999999999999997,3.3249999999999997,280.09999999999997,307.21666666666664,187.09583333333333,2725.7200000000003
23.70347665,90.35997136,49.3,4.41,67.4,8.6,148.0,32.5,71.8,2.2,139.6,0.993706221,14.1,25.0,5.8,37.1,1.51,0.71,1.99,2.85,94.5,94.7,50.2,267.7,33.2,12.0,18.9,11.0,70.4,226.0,30.9,68.7,33.2,19.6,10.9,39.8,82.1,85.4,38.1,32.3,2.8,3.0,3.8,1.5,75.0,238.0,343.6,105.5,15.700000000000001,13.3,21.391304347826086,0.8033333333333333,1.1079999999999999,1.5391304347826087,89.3,75.62,57.68695652173914,17.733333333333334,19.22,13.091304347826087,113.3,88.92,49.24347826086956,27.566666666666674,23.849999999999998,23.625,75.06666666666668,67.26666666666667,66.82916666666667,3.3000000000000007,3.0666666666666664,3.15,203.46666666666667,260.93333333333334,187.9958333333333,2333.5,14.1,25.0,5.8,37.1,1.51,0.71,1.99,2.85,94.5,94.7,50.2,267.7,33.2,12.0,18.9,11.0,70.4,226.0,30.9,68.7,33.2,19.6,10.9,39.8,82.1,85.4,38.1,32.3,2.8,3.0,3.8,1.5,75.0,238.0,343.6,105.5,15.700000000000001,13.3,21.391304347826086,0.8033333333333333,1.1079999999999999,1.5391304347826087,89.3,75.62,57.68695652173914,17.733333333333334,19.22,13.091304347826087,113.3,88.92,49.24347826086956,27.566666666666674,23.849999999999998,23.625,75.06666666666668,67.26666666666667,66.82916666666667,3.3000000000000007,3.0666666666666664,3.15,203.46666666666667,260.93333333333334,187.9958333333333,2333.5
23.86771633,90.44510045,29.1,1.44,51.2,9.1,38.0,18.3,95.0,5.3,230.7,0.971238048,49.3,8.0,13.6,110.5,4.41,0.19,1.14,7.23,67.4,78.7,60.0,135.3,8.6,8.0,24.0,5.1,148.0,43.5,73.8,35.5,32.5,29.9,27.6,24.9,71.8,57.7,47.8,56.5,2.2,4.1,0.7,0.7,139.6,297.4,306.7,11.6,23.8,22.0,21.921739130434784,2.0366666666666666,1.5919999999999999,1.6069565217391302,80.2,79.06,48.97826086956522,16.6,17.16,12.98695652173913,87.3,112.34,52.69130434782609,31.86666666666667,27.45,23.320833333333336,70.53333333333335,72.88333333333334,68.47500000000001,3.0333333333333337,2.8000000000000003,3.1791666666666667,170.66666666666666,226.9333333333333,189.41666666666666,1738.5,49.3,8.0,13.6,110.5,4.41,0.19,1.14,7.23,67.4,78.7,60.0,135.3,8.6,8.0,24.0,5.1,148.0,43.5,73.8,35.5,32.5,29.9,27.6,24.9,71.8,57.7,47.8,56.5,2.2,4.1,0.7,0.7,139.6,297.4,306.7,11.6,23.8,22.0,21.921739130434784,2.0366666666666666,1.5919999999999999,1.6069565217391302,80.2,79.06,48.97826086956522,16.6,17.16,12.98695652173913,87.3,112.34,52.69130434782609,31.86666666666667,27.45,23.320833333333336,70.53333333333335,72.88333333333334,68.47500000000001,3.0333333333333337,2.8000000000000003,3.1791666666666667,170.66666666666666,226.9333333333333,189.41666666666666,1738.5
23.76530587,90.38869731,41.5,0.57,120.0,9.9,42.6,22.5,66.5,3.5,314.9,0.977776049,29.1,14.1,,5.6,1.44,1.51,,1.07,51.2,94.5,,87.9,9.1,33.2,,6.5,38.0,70.4,,27.1,18.3,33.2,21.9,16.5,95.0,82.1,92.5,75.0,5.3,2.8,4.0,4.0,230.7,75.0,304.9,267.6,30.833333333333332,25.1,18.382608695652173,2.453333333333333,1.652,1.355217391304348,71.03333333333335,77.3,45.321739130434786,16.96666666666667,14.180000000000001,13.160869565217391,85.46666666666665,105.17999999999999,52.800000000000004,28.000000000000004,25.900000000000002,23.045833333333334,82.96666666666668,80.75,70.07916666666667,3.4333333333333336,3.5666666666666664,3.370833333333333,148.4333333333333,214.26666666666665,198.54583333333335,1496.25,29.1,14.1,,5.6,1.44,1.51,,1.07,51.2,94.5,,87.9,9.1,33.2,,6.5,38.0,70.4,,27.1,18.3,33.2,21.9,16.5,95.0,82.1,92.5,75.0,5.3,2.8,4.0,4.0,230.7,75.0,304.9,267.6,30.833333333333332,25.1,18.382608695652173,2.453333333333333,1.652,1.355217391304348,71.03333333333335,77.3,45.321739130434786,16.96666666666667,14.180000000000001,13.160869565217391,85.46666666666665,105.17999999999999,52.800000000000004,28.000000000000004,25.900000000000002,23.045833333333334,82.96666666666668,80.75,70.07916666666667,3.4333333333333336,3.5666666666666664,3.370833333333333,148.4333333333333,214.26666666666665,198.54583333333335,1496.25
23.83525178,90.44606932,64.0,0.43,52.5,6.1,11.5,27.7,85.5,0.9,237.8,0.98011795,41.5,49.3,25.0,40.8,0.57,4.41,0.71,0.75,120.0,67.4,94.7,99.8,9.9,8.6,12.0,7.4,42.6,148.0,226.0,23.4,22.5,32.5,19.6,31.6,66.5,71.8,85.4,47.2,3.5,2.2,3.0,2.8,314.9,139.6,238.0,93.1,39.96666666666667,27.833333333333332,19.943478260869565,2.14,1.4716666666666667,1.3334782608695652,79.53333333333335,84.41666666666667,46.71739130434783,9.200000000000001,13.466666666666667,13.308695652173911,76.2,94.75,53.473913043478255,24.433333333333337,26.0,23.295833333333334,77.76666666666667,76.41666666666667,69.72500000000001,3.6666666666666674,3.483333333333333,3.3499999999999996,228.39999999999998,215.9333333333333,200.51666666666665,2368.35,41.5,49.3,25.0,40.8,0.57,4.41,0.71,0.75,120.0,67.4,94.7,99.8,9.9,8.6,12.0,7.4,42.6,148.0,226.0,23.4,22.5,32.5,19.6,31.6,66.5,71.8,85.4,47.2,3.5,2.2,3.0,2.8,314.9,139.6,238.0,93.1,39.96666666666667,27.833333333333332,19.943478260869565,2.14,1.4716666666666667,1.3334782608695652,79.53333333333335,84.41666666666667,46.71739130434783,9.200000000000001,13.466666666666667,13.308695652173911,76.2,94.75,53.473913043478255,24.433333333333337,26.0,23.295833333333334,77.76666666666667,76.41666666666667,69.72500000000001,3.6666666666666674,3.483333333333333,3.3499999999999996,228.39999999999998,215.9333333333333,200.51666666666665,2368.35
23.8703714,90.42201647,27.3,3.25,52.4,54.5,19.7,32.8,95.0,2.7,302.0,1.036652032,64.0,29.1,8.0,37.9,0.43,1.44,0.19,1.09,52.5,51.2,78.7,38.3,6.1,9.1,8.0,16.7,11.5,38.0,43.5,25.3,27.7,18.3,29.9,15.2,85.5,95.0,57.7,36.5,0.9,5.3,4.1,3.2,237.8,230.7,297.4,44.7,44.86666666666667,34.333333333333336,20.952173913043477,0.8133333333333334,1.4249999999999998,1.3195652173913044,74.56666666666666,77.38333333333334,44.660869565217396,8.366666666666665,12.483333333333334,13.252173913043478,30.7,59.0,52.95652173913044,22.833333333333332,27.349999999999998,23.133333333333336,82.33333333333333,76.43333333333334,71.32083333333334,3.233333333333334,3.1333333333333333,3.2708333333333335,261.13333333333327,215.9,206.54583333333332,3115.9999999999995,64.0,29.1,8.0,37.9,0.43,1.44,0.19,1.09,52.5,51.2,78.7,38.3,6.1,9.1,8.0,16.7,11.5,38.0,43.5,25.3,27.7,18.3,29.9,15.2,85.5,95.0,57.7,36.5,0.9,5.3,4.1,3.2,237.8,230.7,297.4,44.7,44.86666666666667,34.333333333333336,20.952173913043477,0.8133333333333334,1.4249999999999998,1.3195652173913044,74.56666666666666,77.38333333333334,44.660869565217396,8.366666666666665,12.483333333333334,13.252173913043478,30.7,59.0,52.95652173913044,22.833333333333332,27.349999999999998,23.133333333333336,82.33333333333333,76.43333333333334,71.32083333333334,3.233333333333334,3.1333333333333333,3.2708333333333335,261.13333333333327,215.9,206.54583333333332,3115.9999999999995
23.85077868,90.372123,10.3,0.82,25.0,16.5,35.6,21.2,77.0,1.9,170.6,1.016433593,27.3,41.5,14.1,8.9,3.25,0.57,1.51,1.57,52.4,120.0,94.5,42.9,54.5,9.9,33.2,10.5,19.7,42.6,70.4,26.8,32.8,22.5,33.2,26.7,95.0,66.5,82.1,66.4,2.7,3.5,2.8,1.9,302.0,314.9,75.0,251.7,44.26666666666667,37.550000000000004,20.491304347826087,1.4166666666666667,1.9349999999999998,1.413478260869565,74.96666666666667,73.0,45.27391304347826,23.5,20.233333333333334,14.895652173913044,24.599999999999998,55.03333333333333,52.713043478260865,27.666666666666668,27.833333333333332,23.866666666666664,82.33333333333333,82.64999999999999,73.75833333333334,2.366666666666667,2.9,3.25,284.90000000000003,216.66666666666666,217.26666666666665,1632.3999999999999,27.3,41.5,14.1,8.9,3.25,0.57,1.51,1.57,52.4,120.0,94.5,42.9,54.5,9.9,33.2,10.5,19.7,42.6,70.4,26.8,32.8,22.5,33.2,26.7,95.0,66.5,82.1,66.4,2.7,3.5,2.8,1.9,302.0,314.9,75.0,251.7,44.26666666666667,37.550000000000004,20.491304347826087,1.4166666666666667,1.9349999999999998,1.413478260869565,74.96666666666667,73.0,45.27391304347826,23.5,20.233333333333334,14.895652173913044,24.599999999999998,55.03333333333333,52.713043478260865,27.666666666666668,27.833333333333332,23.866666666666664,82.33333333333333,82.64999999999999,73.75833333333334,2.366666666666667,2.9,3.25,284.90000000000003,216.66666666666666,217.26666666666665,1632.3999999999999
23.86432668,90.41074611,16.9,3.39,17.7,13.7,71.7,23.5,66.0,1.7,258.2,0.966175066,10.3,64.0,49.3,20.8,0.82,0.43,4.41,0.62,25.0,52.5,67.4,19.2,16.5,6.1,8.6,11.9,35.6,11.5,148.0,21.2,21.2,27.7,32.5,9.3,77.0,85.5,71.8,82.3,1.9,0.9,2.2,3.6,170.6,237.8,139.6,303.5,33.86666666666667,36.916666666666664,20.55217391304348,1.5,1.82,1.3808695652173915,43.300000000000004,61.416666666666664,44.495652173913044,25.7,17.45,15.156521739130437,22.26666666666667,49.23333333333333,53.09565217391304,27.233333333333334,25.833333333333332,23.637500000000003,85.83333333333333,81.8,74.2,1.833333333333334,2.75,3.25,236.79999999999998,232.6,213.88750000000002,1551.0,10.3,64.0,49.3,20.8,0.82,0.43,4.41,0.62,25.0,52.5,67.4,19.2,16.5,6.1,8.6,11.9,35.6,11.5,148.0,21.2,21.2,27.7,32.5,9.3,77.0,85.5,71.8,82.3,1.9,0.9,2.2,3.6,170.6,237.8,139.6,303.5,33.86666666666667,36.916666666666664,20.55217391304348,1.5,1.82,1.3808695652173915,43.300000000000004,61.416666666666664,44.495652173913044,25.7,17.45,15.156521739130437,22.26666666666667,49.23333333333333,53.09565217391304,27.233333333333334,25.833333333333332,23.637500000000003,85.83333333333333,81.8,74.2,1.833333333333334,2.75,3.25,236.79999999999998,232.6,213.88750000000002,1551.0
23.86085199,90.35909599,40.1,2.25,42.9,9.0,18.5,16.1,79.4,3.6,352.8,1.046963742,16.9,27.3,29.1,38.0,3.39,3.25,1.44,1.04,17.7,52.4,51.2,11.2,13.7,54.5,9.1,5.0,71.7,19.7,38.0,31.6,23.5,32.8,18.3,14.4,66.0,95.0,95.0,31.1,1.7,2.7,5.3,6.6,258.2,302.0,230.7,7.2,18.166666666666668,31.516666666666666,20.382608695652173,2.486666666666667,1.6499999999999997,1.501304347826087,31.7,53.13333333333333,44.43043478260869,28.233333333333334,18.3,15.234782608695651,42.333333333333336,36.51666666666667,55.29130434782608,25.833333333333332,24.333333333333332,24.229166666666668,79.33333333333333,80.83333333333333,73.52083333333333,2.1000000000000005,2.6666666666666665,3.170833333333333,243.6,252.36666666666667,212.0,1278.3400000000001,16.9,27.3,29.1,38.0,3.39,3.25,1.44,1.04,17.7,52.4,51.2,11.2,13.7,54.5,9.1,5.0,71.7,19.7,38.0,31.6,23.5,32.8,18.3,14.4,66.0,95.0,95.0,31.1,1.7,2.7,5.3,6.6,258.2,302.0,230.7,7.2,18.166666666666668,31.516666666666666,20.382608695652173,2.486666666666667,1.6499999999999997,1.501304347826087,31.7,53.13333333333333,44.43043478260869,28.233333333333334,18.3,15.234782608695651,42.333333333333336,36.51666666666667,55.29130434782608,25.833333333333332,24.333333333333332,24.229166666666668,79.33333333333333,80.83333333333333,73.52083333333333,2.1000000000000005,2.6666666666666665,3.170833333333333,243.6,252.36666666666667,212.0,1278.3400000000001
23.7298228,90.36956378,106.7,0.95,18.1,21.0,26.0,15.4,57.7,2.8,55.3,0.922317695,40.1,10.3,41.5,6.9,2.25,0.82,0.57,3.43,42.9,25.0,120.0,22.1,9.0,16.5,9.9,32.1,18.5,35.6,42.6,19.2,16.1,21.2,22.5,26.6,79.4,77.0,66.5,81.4,3.6,1.9,3.5,3.1,352.8,170.6,314.9,84.1,22.433333333333334,33.35,20.47391304347826,2.1533333333333338,1.785,1.5539130434782609,28.53333333333333,51.75,45.80869565217392,13.066666666666668,18.283333333333335,15.408695652173913,41.93333333333333,33.26666666666667,54.72173913043478,20.26666666666667,23.966666666666665,24.3,74.13333333333334,78.23333333333333,75.53333333333335,2.4000000000000004,2.3833333333333333,3.045833333333333,260.53333333333336,272.71666666666664,226.4,888.58,40.1,10.3,41.5,6.9,2.25,0.82,0.57,3.43,42.9,25.0,120.0,22.1,9.0,16.5,9.9,32.1,18.5,35.6,42.6,19.2,16.1,21.2,22.5,26.6,79.4,77.0,66.5,81.4,3.6,1.9,3.5,3.1,352.8,170.6,314.9,84.1,22.433333333333334,33.35,20.47391304347826,2.1533333333333338,1.785,1.5539130434782609,28.53333333333333,51.75,45.80869565217392,13.066666666666668,18.283333333333335,15.408695652173913,41.93333333333333,33.26666666666667,54.72173913043478,20.26666666666667,23.966666666666665,24.3,74.13333333333334,78.23333333333333,75.53333333333335,2.4000000000000004,2.3833333333333333,3.045833333333333,260.53333333333336,272.71666666666664,226.4,888.58
